date,price_usd,inr_per_usd,gold_price_inr,fed_intrest_rate,inflation_yoy,gold_return_1d,inr_change_1d,gold_inr_return_1d
1994-02-01,378.6,31.4489,11906.55354,3.25,2.515723270440251,-0.1845504877405757,0.028307888040712825,-0.15629484204531252
1994-03-01,376.6,31.4147,11830.776020000001,3.34,2.6517794836008246,-0.5282620179609121,-0.10874784173691143,-0.6364353861545657
1994-04-01,382.1,31.3914,11994.65394,3.56,2.364394993045882,1.460435475305366,-0.07416909917967729,1.385183184289529
1994-05-01,391.0,31.3754,12267.7814,4.01,2.288488210818307,2.3292331850300885,-0.05096937377753186,2.277076615684326
1994-06-01,385.2,31.3845,12089.3094,4.25,2.494802494802495,-1.4833759590792917,0.02900361429654108,-1.4548025774244744
1994-07-01,387.6,31.3764,12161.49264,4.26,2.69896193771626,0.6230529595015577,-0.02580891841513777,0.5970832378564106
1994-08-01,386.2,31.3727,12116.136739999998,4.47,2.900552486187835,-0.3611971104231282,-0.011792302494872953,-0.3729468194621388
1994-09-01,383.7,31.3723,12037.55151,4.73,2.965517241379323,-0.6473329880890777,-0.001274993864086582,-0.6485997284972789
1994-10-01,383.1,31.3726,12018.84306,4.76,2.609890109890123,-0.15637216575448143,0.000956257590289944,-0.15541740348490318
1994-11-01,383.1,31.394,12027.0414,5.29,2.602739726027403,0.0,0.06821238915486472,0.06821238915486472
1994-12-01,385.3,31.3894,12094.33582,5.45,2.597402597402576,0.5742625946228097,-0.014652481365862169,0.5595259695372778
1995-01-01,387.4,31.3736,12154.13264,5.53,2.8708133971291794,0.545029846872569,-0.050335463564132876,0.4944200400084364
1995-02-01,399.5,31.3795,12536.11025,5.92,2.862985685071595,3.1233866804336596,0.018805620011730362,3.1427796726759993
1995-03-01,404.8,31.5865,12786.2152,5.98,2.7872195785180187,1.32665832290364,0.6596663426759575,1.9950761840180853
1995-04-01,396.2,31.4073,12443.572259999999,6.05,3.125000000000022,-2.1245059288537593,-0.5673309800072857,-2.679783928554569
1995-05-01,392.9,31.4179,12344.09291,6.01,3.1186440677966054,-0.8329126703685019,0.033750115419017845,-0.7994436639370606
1995-06-01,391.9,31.4037,12307.11003,6.0,3.0425963488843744,-0.2545176889793832,-0.04519716467363821,-0.2995998188740079
1995-07-01,385.3,31.3853,12092.75609,5.85,2.8301886792452717,-1.684103087522315,-0.058591821982756365,-1.741708162822031
1995-08-01,383.5,31.5923,12115.647050000001,5.74,2.617449664429538,-0.46716844017649084,0.6595444364081215,0.18929481277580873
1995-09-01,387.3,33.3098,12900.885540000001,5.8,2.54521098459477,0.990873533246428,5.4364512871807325,6.481193177379652
1995-10-01,383.2,34.6564,13280.33248,5.76,2.7443105756358666,-1.0586108959462992,4.042654113804334,2.9412472409238832
1995-11-01,381.1,34.71,13227.981000000002,5.8,2.603471295060067,-0.5480167014613735,0.15466118812110796,-0.39420308248184766
1995-12-01,377.9,34.9663,13213.764769999998,5.6,2.5316455696202667,-0.8396746260824095,0.7384039181791868,-0.10747089824216793
1996-01-01,369.0,35.8117,13214.517300000001,5.56,2.7906976744185963,-2.355120402222799,2.417756525568926,0.005695046136366955
1996-02-01,355.1,36.5945,12994.70695,5.22,2.717031146454607,-3.766937669376691,2.185877799713487,-1.6634005239071548
1996-03-01,346.6,34.4852,11952.57032,5.31,2.8439153439153486,-2.393691917769647,-5.763980926095447,-8.019700898295357
1996-04-01,351.8,34.3195,12073.6001,5.22,2.832674571805005,1.5002885170225078,-0.48049598088455436,1.0125837101119695
1996-05-01,344.5,35.025,12066.1125,5.24,2.827087442472065,-2.075042637862423,2.055682629408939,-0.06201629951285703
1996-06-01,343.8,35.0995,12067.2081,5.27,2.8215223097112663,-0.20319303338171002,0.21270521056389047,0.009079975012671326
1996-07-01,340.8,35.6673,12155.41584,5.4,2.8833551769331667,-0.8726003490401424,1.6176868616361917,0.7309705713950398
1996-08-01,324.1,35.8,11602.78,5.22,2.8122956180510084,-4.900234741784038,0.3720494682804665,-4.546416570804867
1996-09-01,324.0,35.87,11621.88,5.3,3.004572175048992,-0.0308546744831939,0.1955307262569761,0.16461572140469283
1996-10-01,322.8,35.8036,11557.402080000002,5.24,3.0618892508143203,-0.37037037037036535,-0.18511290772231792,-0.5547976747307448
1996-11-01,324.9,35.8392,11644.156079999999,5.31,3.253090435914108,0.6505576208178265,0.09943134209966509,0.7506358210910058
1996-12-01,306.0,35.8815,10979.739000000001,5.29,3.378817413905133,-5.817174515235446,0.11802718810689505,-5.70601317463616
1997-01-01,288.7,35.9037,10365.39819,5.25,3.0381383322559907,-5.653594771241832,0.06187032314701746,-5.595222345449214
1997-02-01,289.1,35.8905,10375.943550000002,5.19,3.032258064516125,0.13855213023901136,-0.03676501307664504,0.10173617845357086
1997-03-01,297.5,35.8848,10675.728,5.39,2.7652733118971096,2.9055690072639084,-0.015881639988313268,2.889225915266258
1997-04-01,295.9,35.8281,10601.53479,5.51,2.434336963484962,-0.5378151260504227,-0.1580056179775302,-0.6949709659144543
1997-05-01,308.3,35.8248,11044.785840000002,5.5,2.237851662404089,4.190604934099373,-0.009210647508506309,4.181008304741907
1997-06-01,299.1,35.8202,10713.821820000001,5.56,2.233567326100827,-2.9841063898799813,-0.012840267077562917,-2.996563489727211
1997-07-01,292.3,35.7474,10448.96502,5.52,2.165605095541401,-2.2734871280508218,-0.20323727952384907,-2.472103834185302
1997-08-01,292.9,36.0085,10546.88965,5.54,2.290076335877877,0.20526855969893454,0.7304027705511418,0.937170617497185
1997-09-01,284.1,36.4756,10362.71796,5.54,2.21940393151554,-3.004438374871954,1.2971937181498916,-1.7462180425866003
1997-10-01,289.0,36.302,10491.278,5.5,2.0859671302149163,1.7247448081661343,-0.47593459737468313,1.2406015535329828
1997-11-01,295.9,37.2889,11033.785509999998,5.52,1.8903591682419616,2.3875432525951368,2.7185829981819065,5.1710335957163345
1997-12-01,294.1,39.4,11587.54,5.5,1.6970458830924071,-0.6083136194660166,5.661470303495153,5.018717189110955
1998-01-01,291.7,39.391,11490.3547,5.56,1.6311166875784044,-0.8160489629377876,-0.022842639593911862,-0.8387051954081848
1998-02-01,287.1,39.0079,11199.168090000001,5.51,1.440200375704448,-1.5769626328419495,-0.9725571831128876,-2.534182952594133
1998-03-01,287.3,39.5686,11368.058780000001,5.49,1.3767209011263937,0.06966213862764636,1.437401141820005,1.508064604823689
1998-04-01,286.0,39.7029,11355.0294,5.45,1.4383989993745905,-0.4524886877828038,0.3394105427030336,-0.1146139393906398
1998-05-01,282.6,40.4687,11436.45462,5.49,1.6885553470919357,-1.1888111888111785,1.9288263577723619,0.7170850654072414
1998-06-01,276.4,42.3668,11710.183519999999,5.56,1.6229712858926382,-2.1939136588818298,4.690291509240474,2.3934769042960546
1998-07-01,261.3,42.6118,11134.46334,5.54,1.74563591022443,-5.463096960926183,0.5782829951754831,-4.916406126485695
1998-08-01,256.1,42.8429,10972.066690000001,5.55,1.6169154228855789,-1.990049751243772,0.5423380378205112,-1.4585045101958127
1998-09-01,256.7,42.579,10930.0293,5.51,1.4267990074441794,0.23428348301444135,-0.6159713744867901,-0.3831310106628738
1998-10-01,264.7,42.3943,11221.771209999999,5.07,1.4860681114551078,3.1164783794312534,-0.4337819112708141,2.6691777486817836
1998-11-01,310.7,42.4284,13182.50388,4.83,1.4842300556586308,17.37816395919909,0.08043534154356102,17.472577486277242
1998-12-01,293.2,42.5909,12487.65188,4.68,1.606922126081578,-5.632442870936593,0.38299818046401146,-5.27101684418394
1999-01-01,287.1,42.5453,12214.75563,4.63,1.6666666666666607,-2.0804911323328623,-0.10706512424015768,-2.1853287761573914
1999-02-01,287.3,42.5316,12219.32868,4.76,1.6666666666666607,0.06966213862764636,-0.0322009716701932,0.0374387350719374
1999-03-01,286.0,42.5161,12159.6046,4.81,1.728395061728394,-0.4524886877828038,-0.03644349142754022,-0.4887672765342077
1999-04-01,282.6,42.7968,12094.375680000001,4.74,2.281134401972884,-1.1888111888111785,0.6602204811824164,-0.5364394825798868
1999-05-01,276.4,42.859,11846.2276,4.74,2.091020910209096,-2.1939136588818298,0.14533796919395936,-2.0517642792455493
1999-06-01,261.3,43.2127,11291.47851,4.76,1.96560196560196,-5.463096960926183,0.82526423854965,-4.682917707912337
1999-07-01,256.1,43.3567,11103.65087,4.99,2.1446078431372584,-1.990049751243772,0.3332353683060729,-1.6634459325557516
1999-08-01,256.7,43.5032,11167.271439999999,5.07,2.2643818849449104,0.23428348301444135,0.3378947198472204,0.5729698343802436
1999-09-01,264.7,43.5981,11540.41707,5.22,2.629969418960254,3.1164783794312534,0.2181448721013668,3.341421689307489
1999-10-01,310.7,43.5528,13531.854959999999,5.2,2.56253813300793,17.37816395919909,-0.10390361047845076,17.25620380893218
1999-11-01,293.2,43.458,12741.8856,5.42,2.620353443022561,-5.632442870936593,-0.2176668319832431,-5.8378497429594
1999-12-01,283.1,43.5239,12321.61609,5.3,2.676399026763998,-3.4447476125511467,0.15164066454966818,-3.298330586173215
2000-01-01,284.3,43.5895,12392.494850000001,5.45,2.792956891317555,0.4238784881667179,0.15072178733983588,0.5752391527400702
2000-02-01,299.9,43.654,13091.8346,5.73,3.217972070431085,5.4871614491734055,0.14797141513438472,5.643252294754819
2000-03-01,286.4,43.6383,12498.009119999999,5.85,3.762135922330101,-4.501500500166722,-0.03596463096166014,-4.535846183085768
2000-04-01,279.7,43.6847,12218.61059,6.02,3.013863773357439,-2.3393854748603338,0.10632861500103896,-2.235544296034231
2000-05-01,275.2,44.0759,12129.68768,6.27,3.1325301204819134,-1.6088666428316079,0.8955080382834213,-0.7277661346600017
2000-06-01,285.7,44.7605,12788.074849999999,6.53,3.7349397590361377,3.8154069767441845,1.5532297695566077,5.427898783293328
2000-07-01,281.6,44.8405,12627.0848,6.54,3.5992801439711952,-1.435071753587669,0.17872901330413526,-1.2589076298689217
2000-08-01,274.5,45.7687,12563.508150000001,6.5,3.3512866546977715,-2.5213068181818232,2.070003679709198,-0.5034942823857413
2000-09-01,273.7,45.968,12581.4416,6.52,3.45649582836709,-0.2914389799635764,0.4354504279125315,0.14274237566358483
2000-10-01,270.0,46.4252,12534.803999999998,6.51,3.4503271861986877,-1.3518450858604258,0.9946049425687331,-0.3706856613315379
2000-11-01,266.0,46.8214,12454.4924,6.51,3.444180522565321,-1.4814814814814836,0.8534158172716522,-0.6407088615027368
2000-12-01,271.5,46.7845,12701.991750000001,6.4,3.4360189573459543,2.0676691729323293,-0.07881011674147897,1.98722952370185
2001-01-01,265.5,46.6138,12375.963899999999,5.98,3.7212049616065945,-2.209944751381221,-0.36486443159594595,-2.566745880621457
2001-02-01,261.9,46.5616,12194.48304,5.49,3.529411764705892,-1.3559322033898424,-0.11198400473679815,-1.4663977809437512
2001-03-01,263.0,46.6532,12269.791599999999,5.31,2.9824561403508643,0.4200076365024952,0.19672863475481694,0.6175625465464574
2001-04-01,260.5,46.7886,12188.4303,4.8,3.2182562902282053,-0.9505703422053258,0.2902266082498217,-0.663102542018712
2001-05-01,272.4,46.9473,12788.44452,4.21,3.56308411214954,4.568138195777349,0.3391851861350714,4.922817829954673
2001-06-01,270.2,47.0424,12710.85648,3.97,3.193960511033689,-0.8076358296622566,0.20256755979577434,-0.6067042780586673
2001-07-01,267.5,47.1781,12620.14175,3.77,2.7214823393167498,-0.999259807549957,0.28846317364761287,-0.7136791304562018
2001-08-01,272.4,47.1665,12848.154599999998,3.65,2.7214823393167498,1.8317757009345792,-0.0245876794529698,1.8067376303439575
2001-09-01,283.4,47.7511,13532.66174,3.07,2.5921658986175045,4.038179148311305,1.2394390086184037,5.327668924531781
2001-10-01,283.1,48.0514,13603.351340000001,2.49,2.127659574468077,-0.10585744530696717,0.6288860361332027,0.5223628681344739
2001-11-01,276.2,48.043,13269.4766,2.09,1.894374282433997,-2.4373013069586835,-0.017481280462172677,-2.4543565159436787
2001-12-01,275.9,47.9345,13225.12855,1.82,1.603665521191311,-0.10861694424331159,-0.22583935224694818,-0.33421099668694554
2002-01-01,281.5,48.3533,13611.45395,1.73,1.1958997722095743,2.029720913374411,0.8736922258498536,2.9211466530508767
2002-02-01,295.5,48.7168,14395.8144,1.74,1.1363636363636465,4.97335701598578,0.7517584115251719,5.762503057213819
2002-03-01,294.1,48.7667,14342.286470000001,1.73,1.362862010221466,-0.47377326565143374,0.1024287309511207,-0.371829814643887
2002-04-01,302.7,48.9386,14813.71422,1.75,1.643990929705219,2.924175450527011,0.3524946326079137,3.286977644646072
2002-05-01,314.5,49.0168,15415.7836,1.75,1.2408347433727984,3.8982490915097534,0.1597920659765606,4.064270250246538
2002-06-01,321.2,48.984,15733.6608,1.75,1.0692177827799745,2.1303656597774223,-0.06691583293891856,2.0620242749126216
2002-07-01,313.3,48.7877,15285.18641,1.73,1.465614430665152,-2.4595267745952554,-0.4007430997876926,-2.850413490546333
2002-08-01,310.3,48.615,15085.2345,1.74,1.747463359639223,-0.9575486753909956,-0.3539826636631771,-1.308141782747152
2002-09-01,319.1,48.4625,15464.38375,1.75,1.516002245929271,2.8359651949726006,-0.3136891905790473,2.513379888128364
2002-10-01,316.6,48.3882,15319.70412,1.75,2.027027027027017,-0.7834534628643031,-0.15331441836471393,-0.9355667341092722
2002-11-01,319.1,48.2853,15407.839230000001,1.34,2.2535211267605604,0.7896399241945629,-0.21265515146253744,0.5753055627552239
2002-12-01,331.9,48.1495,15980.81905,1.24,2.480270574971821,4.011281729865224,-0.28124501659925194,3.718755183298983
2003-01-01,356.9,47.9571,17115.88899,1.24,2.757456387169399,7.532389273877671,-0.3995887807765497,7.102701910638309
2003-02-01,359.0,47.7474,17141.3166,1.26,3.146067415730336,0.588400112076215,-0.4372658063143908,0.14856143326738014
2003-03-01,340.6,47.6767,16238.68402,1.25,3.025210084033625,-5.1253481894150354,-0.1480708897238392,-5.265829930473354
2003-04-01,328.2,47.3909,15553.69338,1.26,2.175125488008911,-3.6406341749853244,-0.5994542407507075,-4.218264479783873
2003-05-01,355.7,47.11,16757.027,1.26,1.8941504178273003,8.379037172455828,-0.5927298278783577,7.736642291967288
2003-06-01,356.4,46.6995,16643.7018,1.22,1.948775055679297,0.1967950520101125,-0.8713648906813809,-0.6762846416610735
2003-07-01,351.0,46.22,16223.22,1.01,2.055555555555544,-1.5151515151515138,-1.0267775886251496,-2.526371867585364
2003-08-01,359.8,45.9557,16534.86086,1.03,2.216066481994461,2.5071225071225056,-0.5718303764604027,1.9209556425913155
2003-09-01,379.0,45.8467,17375.8993,1.01,2.378318584070782,5.336297943301838,-0.23718494114984834,5.086456107015591
2003-10-01,378.9,45.4036,17203.424039999998,1.01,2.041942604856528,-0.026385224274416696,-0.9664817751332211,-0.9926119910236952
2003-11-01,389.9,45.5544,17761.66056,1.0,1.9283746556473915,2.9031406703615703,0.3321322538301086,3.2449151907320006
2003-12-01,407.0,45.5741,18548.6587,0.98,2.0352035203520247,4.385739933316235,0.04324499938535009,4.4308815459087825
2004-01-01,413.8,45.456,18809.6928,1.0,2.026286966046009,1.670761670761678,-0.2591384141431119,1.4072936713208417
2004-02-01,404.9,45.2726,18330.87574,1.01,1.688453159041381,-2.1507974867085666,-0.40346708905316664,-2.5455868157506556
2004-03-01,406.7,44.9693,18289.01431,1.0,1.7400761283306032,0.44455421091627034,-0.6699416424062243,-0.22836568527194734
2004-04-01,403.3,43.8918,17701.562940000003,1.0,2.2925764192139875,-0.8359970494221769,-2.396079102854598,-3.212045001675079
2004-05-01,383.8,45.1755,17338.3569,1.0,2.8977583378895444,-4.83511033969749,2.9246920837149526,-2.0518303453265885
2004-06-01,392.4,45.5027,17855.259479999997,1.03,3.1676679410158397,2.2407503908285387,0.7242863941738342,2.9812662352105557
2004-07-01,398.1,46.0557,18334.77417,1.26,2.939575394665228,1.4525993883792276,1.2153124979396912,2.6855655082308694
2004-08-01,400.5,46.322,18551.961,1.43,2.5474254742547275,0.6028636021100153,0.5782129030717176,1.1845623403170524
2004-09-01,405.3,46.0548,18666.010440000002,1.61,2.539168017287952,1.1985018726591745,-0.5768317430162817,0.6147567904007722
2004-10-01,420.5,45.7355,19231.77775,1.76,3.1909140075716547,3.750308413520842,-0.693304498119629,3.0310028584769055
2004-11-01,439.4,45.0325,19787.280499999997,1.93,3.621621621621607,4.494649227110581,-1.5370991899071873,2.8884628203442952
2004-12-01,442.1,43.847,19384.758700000002,2.16,3.3423180592991875,0.6144742831133421,-2.6325431632709617,-2.0342451808877726
2005-01-01,424.0,43.615,18492.760000000002,2.28,2.8448738593666034,-4.094096358289989,-0.5291125960727006,-4.601546574835624
2005-02-01,423.4,43.5758,18449.99372,2.5,3.0530262453133394,-0.14150943396227245,-0.08987733577897616,-0.23125958483213305
2005-03-01,434.3,43.5861,18929.44323,2.63,3.2068412613575736,2.574397732640543,0.023636972815177515,2.5986432151479555
2005-04-01,429.2,43.6419,18731.103479999998,2.79,3.3617929562433257,-1.1743034768593175,0.12802246587788613,-1.047784383249406
2005-05-01,421.9,43.4095,18314.46805,3.0,2.869287991498415,-1.7008387698042915,-0.532515770394959,-2.224297305521039
2005-06-01,430.7,43.5245,18746.00215,3.04,2.541026998411855,2.085802322825314,0.26491896935003645,2.356246978191656
2005-07-01,424.5,43.434,18437.733,3.26,3.067160232681121,-1.4395170652426237,-0.20792886764926521,-1.6444527613585058
2005-08-01,437.9,43.55,19070.545,3.5,3.646934460887952,3.1566548881036383,0.26707187917298647,3.4321573048053056
2005-09-01,456.1,43.8462,19998.25182,3.62,4.741833508956805,4.156200045672542,0.6801377726751046,4.8646057047661895
2005-10-01,469.9,44.7575,21031.54925,3.78,4.350104821802936,3.0256522692391874,2.0784013209810492,5.166938786952424
2005-11-01,476.7,45.6315,21752.536050000002,4.0,3.338549817423053,1.4471164077463294,1.952745349941365,3.428120256048195
2005-12-01,510.1,45.5633,23241.83933,4.16,3.338549817423053,7.006503041745349,-0.1494581593855182,6.846573091876329
2006-01-01,549.9,44.201,24306.1299,4.29,4.018789144050117,7.802391687904331,-2.989906350066829,4.579201133303767
2006-02-01,555.0,44.23,24547.649999999998,4.49,3.63825363825363,0.9274413529732684,0.06560937535349254,0.9936592168052094
2006-03-01,557.1,44.3378,24700.58838,4.59,3.4179181771103018,0.3783783783783745,0.24372597784310113,0.6230265626241405
2006-04-01,610.7,44.8245,27374.322150000004,4.79,3.613835828600931,9.621252916891043,1.0977089526318373,10.824575224146948
2006-05-01,675.4,45.1959,30525.31086,4.94,3.977272727272729,10.594399869002768,0.8285647358029724,11.51074606609026
2006-06-01,596.2,45.8886,27358.78332,4.99,4.1817243159525175,-11.726384364820841,1.532661148466996,-10.373448953633368
2006-07-01,633.7,46.3675,29383.08475,5.24,4.104669061056954,6.289835625628992,1.0436143181530966,7.399091568959437
2006-08-01,632.6,46.4461,29381.802860000003,5.25,3.926568077511483,-0.17358371469149425,0.16951528549091766,-0.004362680130098884
2006-09-01,598.2,46.0105,27523.4811,5.25,2.012072434607637,-5.437875434713879,-0.9378613059008223,-6.324737011049441
2006-10-01,585.8,45.3552,26569.07616,5.25,1.4063284781516971,-2.072885322634588,-1.4242401191032372,-3.4676025773498598
2006-11-01,627.8,44.7257,28078.79446,5.25,1.9687026754164672,7.1696824854899255,-1.3879334673863153,5.68223859538215
2006-12-01,629.8,44.4835,28015.7083,5.24,2.5239777889954462,0.3185727938834093,-0.5415231064019199,-0.22467545780811005
2007-01-01,631.2,44.2062,27902.953440000005,5.25,2.075765178123423,0.22229279136234403,-0.6233772072790966,-0.4024701385115237
2007-02-01,664.8,44.0195,29264.1636,5.26,2.420260782347028,5.323193916349789,-0.4223389479303896,4.878373047236795
2007-03-01,654.9,43.7936,28680.42864,5.26,2.798197295943927,-1.4891696750902517,-0.5131816581287918,-1.9947091875880618
2007-04-01,679.4,42.0176,28546.75744,5.25,2.5929247633283525,3.7410291647579808,-4.055387088524343,-0.4660711374918858
2007-05-01,666.9,40.5686,27055.199340000003,5.25,2.709885742672613,-1.839858698851926,-3.4485548912836506,-5.22496505298361
2007-06-01,655.5,40.5905,26607.07275,5.25,2.692765113974227,-1.7094017094017033,0.053982636817617724,-1.6563418527006268
2007-07-01,665.3,40.2738,26794.15914,5.26,2.317890586495808,1.495041952707843,-0.7802318276443954,0.7031453319118031
2007-08-01,665.4,40.6791,27067.87314,5.02,1.897448478900876,0.015030813167005164,1.0063614558347922,1.0215435333120082
2007-09-01,712.7,40.1735,28631.653449999998,4.94,2.8338264299802685,7.108506161707262,-1.2428986875324233,5.777255944387805
2007-10-01,754.6,39.3661,29705.65906,4.76,3.610698365527476,5.879051494317378,-2.0097825681108072,3.7511127741035377
2007-11-01,806.3,39.3267,31709.11821,4.49,4.373267326732666,6.851311953352757,-0.10008611470275763,6.744368626709729
2007-12-01,803.2,39.375,31626.0,4.24,4.108813392417532,-0.3844722807887724,0.12281732258236921,-0.2621271567677552
2008-01-01,889.6,39.2676,34932.45696,3.94,4.294695655165981,10.756972111553775,-0.2727619047618979,10.45486928476571
2008-02-01,922.3,39.6735,36590.869049999994,2.98,4.142959270611968,3.675809352517967,1.03367661889191,4.747481953241883
2008-03-01,968.4,40.1452,38876.61168,2.61,3.9749035501344334,4.998373631139552,1.188954843913459,6.246756880457327
2008-04-01,909.7,39.9668,36357.79796,2.28,3.903760975988813,-6.061544816191644,-0.44438687564143375,-6.478994982208796
2008-05-01,888.7,42.0019,37327.08853,1.98,4.088413823123993,-2.308453336264704,5.091976340362492,2.6659771063868742
2008-06-01,889.5,42.7633,38037.955350000004,2.0,4.935966105947864,0.09001912906492215,1.8127751363628875,1.9044261098174697
2008-07-01,939.8,42.7027,40131.99746,2.01,5.497512078341837,5.654862282180995,-0.14171029831654414,5.505138461654968
2008-08-01,839.0,42.9057,35997.882300000005,2.0,5.308017162091239,-10.725686316237493,0.47537977692277966,-10.301294282998274
2008-09-01,829.9,45.53,37785.347,1.81,4.953319875136075,-1.0846245530393372,6.116436743835885,4.965471816101785
2008-10-01,806.6,48.6155,39213.2623,0.97,3.7310578899565128,-2.8075671767682775,6.7768504282890385,3.7790186232774303
2008-11-01,760.9,48.8517,37171.25853,0.39,1.0999174706166848,-5.665757500619895,0.4858532772469726,-5.207431491870551
2008-12-01,816.1,48.5132,39591.62252,0.16,-0.022228002553859,7.254566960178743,-0.6929134502995815,6.511385639651079
2009-01-01,858.7,48.6995,41818.260650000004,0.15,-0.1135860190221271,5.219948535718655,0.3840191947758642,5.624013334829114
2009-02-01,943.2,49.2484,46451.090879999996,0.22,0.0084631406715107,9.840456504017702,1.1271162948284896,11.078486187588465
2009-03-01,924.3,51.1291,47258.62713,0.18,-0.4464787676623838,-2.003816793893143,3.818804265722342,1.738465630626762
2009-04-01,890.2,49.9655,44479.2881,0.15,-0.5763244243767063,-3.6892783728226686,-2.275807710286315,-5.881125201446369
2009-05-01,928.6,48.51,45046.386,0.18,-1.015761495855172,4.313637384857327,-2.913009976884051,1.2749707205857996
2009-06-01,945.7,47.6736,45084.923520000004,0.21,-1.2291746182109151,1.8414818005599853,-1.7241805813234312,0.08555074762268688
2009-07-01,934.2,48.3624,45180.15408,0.16,-1.958761003762277,-1.216030453632233,1.4448248086991633,0.2112248453915111
2009-08-01,949.4,48.2426,45801.52444,0.16,-1.4838355663267633,1.6270605865981613,-0.24771309943261155,1.3753170449568364
2009-09-01,996.6,48.2924,48128.20584,0.15,-1.377942862886472,4.971560985885826,0.1032282671331819,5.079921309274216
2009-10-01,1043.2,46.6524,48667.78368,0.12,-0.2239682942003384,4.675898053381489,-3.395979491597023,1.1211260228436437
2009-11-01,1127.0,46.5305,52439.8735,0.12,1.9145871744709275,8.032975460122692,-0.26129416707392217,7.750691596728987
2009-12-01,1134.7,46.5273,52794.52731,0.12,2.8141231232083674,0.6832298136645987,-0.006877209572231369,0.6763056169462267
2010-01-01,1118.0,45.8944,51309.9392,0.11,2.621111388976716,-1.4717546488058564,-1.3602766547811673,-2.8120113686836534
